Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
22,Celsius,CEL,celsius-degree-token,"$1,550,137,281.50",$6.49,238.863.520 CEL,"$30,908,871.03","-0,16%","8,17%","52,47%"
23,Uniswap,UNI,uniswap,"$1,465,283,748.26",$5.45,269.005.936 UNI *,"$2,184,123,152.72","1,86%","12,42%","51,53%"
31,Aave,AAVE,aave,"$1,097,389,994.14",$91.10,12.046.436 AAVE *,"$298,884,107.12","0,15%","6,28%","18,36%"
32,Synthetix,SNX,havven,"$1,047,398,232.67",$9.48,110.519.345 SNX *,"$155,007,356.50","0,84%","15,81%","17,91%"
40,yearn.finance,YFI,yearn-finance,"$710,506,937.00","$23,708.23",29.969 YFI *,"$629,625,452.30","1,65%","10,25%","4,10%"
41,Maker,MKR,maker,"$676,648,940.74",$678.72,996.951 MKR *,"$110,201,825.29","-0,78%","11,39%","20,26%"
43,Compound,COMP,compound-governance-token,"$646,224,973.86",$146.20,4.420.118 COMP *,"$164,874,016.20","-1,16%","6,94%","11,33%"
45,SushiSwap,SUSHI,sushi,"$617,734,418.96",$3.44,179.520.219 SUSHI *,"$410,863,381.14","-0,89%","7,67%","31,09%"
50,UMA,UMA,uma,"$471,900,532.73",$8.50,55.506.671 UMA *,"$18,650,712.63","-0,01%","2,92%","7,58%"
51,OKB,OKB,okb,"$453,106,267.04",$7.55,60.000.000 OKB *,"$385,009,075.63","-0,67%","-9,40%","15,15%"
57,The Graph,GRT,the-graph,"$369,564,933.90",$0.2967,1.245.666.867 GRT *,"$196,258,222.08","-1,94%","-9,35%","-25,10%"
58,Nexo,NEXO,nexo,"$341,546,762.21",$0.6099,560.000.011 NEXO *,"$16,502,637.11","-1,20%","-5,97%","6,72%"
64,Reserve Rights,RSR,reserve-rights-token,"$305,424,449.82",$0.03267,9.349.999.000 RSR *,"$343,216,638.56","-3,78%","12,61%","86,10%"
66,0x,ZRX,0x,"$294,490,417.95",$0.3928,749.772.094 ZRX *,"$82,502,316.44","3,17%","8,99%","5,20%"
74,SwissBorg,CHSB,swissborg,"$239,567,854.30",$0.2569,932.687.845 CHSB *,"$4,378,737.63","-1,99%","6,60%","-0,47%"
85,Kyber Network,KNC,kyber-network,"$166,419,868.67",$0.8286,200.842.421 KNC *,"$44,341,281.33","2,06%","5,27%","2,14%"
86,NXM,NXM,nxm,"$166,339,881.07",$28.67,5.801.350 NXM *,"$19,189,736.51","-3,65%","10,58%","46,13%"
87,Ocean Protocol,OCEAN,ocean-protocol,"$165,526,034.81",$0.395,419.026.837 OCEAN *,"$47,431,518.53","-1,83%","19,47%","20,82%"
94,Band Protocol,BAND,band-protocol,"$137,608,362.07",$6.71,20.494.033 BAND *,"$148,338,974.43","-1,36%","11,35%","24,45%"
96,Bancor,BNT,bancor,"$133,939,953.40",$1.39,96.070.584 BNT *,"$40,126,923.55","-1,40%","8,97%","9,25%"
99,ZB Token,ZB,zb-token,"$126,395,855.02",$0.2728,463.288.810 ZB *,"$15,882,964.11","1,10%","1,68%","4,20%"
100,Gnosis,GNO,gnosis,"$125,914,489.26",$83.69,1.504.589 GNO *,"$2,590,351.00","0,46%","17,00%","18,34%"
102,Status,SNT,status,"$121,312,363.42",$0.03496,3.470.483.788 SNT *,"$19,569,361.64","0,73%","13,10%","13,81%"
103,Aragon,ANT,aragon,"$121,175,914.21",$3.06,39.609.523 ANT *,"$18,935,376.38","0,19%","-1,33%","5,33%"
104,Decentraland,MANA,decentraland,"$120,814,039.59",$0.08142,1.483.772.848 MANA *,"$30,341,186.53","1,05%","2,35%","0,90%"
106,Balancer,BAL,balancer,"$107,974,737.68",$15.55,6.943.831 BAL *,"$76,106,640.75","-0,67%","6,48%","19,14%"
108,Curve DAO Token,CRV,curve-dao-token,"$104,403,922.05",$0.6723,155.297.961 CRV *,"$68,729,991.76","4,09%","9,46%","42,72%"
113,Matic Network,MATIC,matic-network,"$96,120,900.29",$0.01998,4.812.024.448 MATIC *,"$17,908,525.56","0,17%","4,89%","9,15%"
117,DxChain Token,DX,dxchain,"$90,049,699.24",$0.001801,50.000.000.000 DX *,"$160,258.45","-0,95%","5,51%","47,52%"
124,1inch,1INCH,1inch,"$78,968,434.40",$1.09,72.164.169 1INCH *,"$78,903,253.71","-2,84%","6,39%","3,03%"
