Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1,Bitcoin,BTC,bitcoin,"$1,097,232,660,348.16","$58,758.56",18.673.581 BTC,"$50,749,662,969.70","0,28%","2,00%","5,02%"
2,Ethereum,ETH,ethereum,"$241,411,837,678.00","$2,093.12",115.335.723 ETH,"$26,006,501,901.85","0,48%","3,19%","23,75%"
3,Binance Coin,BNB,binancecoin,"$54,337,497,318.26",$351.62,154.532.785 BNB *,"$3,200,674,445.52","0,76%","8,82%","30,62%"
4,Tether,USDT,tether,"$42,503,862,983.73",$1.00,42.359.752.850 USDT *,"$99,459,708,393.33","0,08%","0,03%","0,28%"
5,Polkadot,DOT,polkadot,"$41,344,587,411.55",$44.65,925.924.767 DOT *,"$3,120,632,808.86","1,67%","7,22%","38,25%"
6,Cardano,ADA,cardano,"$38,063,850,600.58",$1.19,31.948.309.441 ADA,"$2,166,855,013.88","0,41%","1,55%","0,02%"
7,XRP,XRP,ripple,"$29,364,108,460.54",$0.6467,45.404.028.640 XRP *,"$4,613,898,769.21","1,93%","9,45%","17,43%"
8,Uniswap,UNI,uniswap,"$16,219,657,547.08",$31.07,522.110.657 UNI *,"$457,926,442.94","-0,89%","5,13%","11,59%"
9,Litecoin,LTC,litecoin,"$13,620,356,609.06",$204.04,66.752.415 LTC,"$2,866,830,148.91","0,44%","3,50%","10,28%"
10,Chainlink,LINK,chainlink,"$12,924,960,735.92",$30.96,417.509.556 LINK *,"$1,148,273,070.19","0,42%","4,82%","15,96%"
11,THETA,THETA,theta-token,"$11,919,862,125.13",$11.92,1.000.000.000 THETA *,"$272,810,914.33","0,87%","3,25%","-7,87%"
12,Filecoin,FIL,filecoin,"$11,811,924,425.69",$183.78,64.273.264 FIL,"$4,140,406,184.26","-0,55%","2,75%","46,50%"
13,BitTorrent,BTT,bittorrent,"$10,570,070,645.09",$0.01068,989.980.422.741 BTT *,"$8,127,559,503.12","4,72%","47,03%","191,01%"
14,USD Coin,USDC,usd-coin,"$10,884,944,736.00",$1.00,10.852.849.291 USDC *,"$1,205,342,903.24","0,08%","0,02%","0,22%"
15,Bitcoin Cash,BCH,bitcoin-cash,"$10,593,146,374.15",$566.51,18.698.856 BCH,"$2,212,661,583.94","0,59%","5,56%","13,08%"
16,Stellar,XLM,stellar,"$9,958,214,739.17",$0.4378,22.745.681.441 XLM *,"$1,213,059,845.34","0,90%","4,72%","9,63%"
17,TRON,TRX,tron,"$9,270,853,014.90",$0.1294,71.659.657.369 TRX *,"$11,560,343,177.84","2,47%","26,75%","103,54%"
18,Klaytn,KLAY,klay-token,"$9,340,697,542.08",$3.82,2.448.059.130 KLAY *,"$459,654,284.92","-1,40%","1,57%","2,58%"
19,Wrapped Bitcoin,WBTC,wrapped-bitcoin,"$8,238,238,575.90","$58,592.26",140.603 WBTC *,"$106,171,153.60","0,38%","1,70%","4,73%"
20,Dogecoin,DOGE,dogecoin,"$7,407,664,647.51",$0.0574,129.045.078.153 DOGE,"$938,035,097.27","0,34%","2,87%","6,90%"
21,Terra,LUNA,terra-luna,"$7,102,631,450.36",$18.35,387.117.170 LUNA *,"$155,778,457.54","0,31%","1,13%","-1,29%"
22,Solana,SOL,solana,"$6,455,269,614.09",$24.06,268.284.066 SOL *,"$426,557,980.35","1,38%","6,69%","33,55%"
23,VeChain,VET,vechain,"$6,051,245,511.07",$0.09409,64.315.576.989 VET *,"$709,315,841.21","1,41%","5,93%","3,15%"
24,EOS,EOS,eos,"$6,045,362,056.10",$6.35,952.256.637 EOS *,"$5,509,488,695.48","1,78%","16,40%","53,95%"
25,Crypto.com Coin,CRO,crypto-com-chain,"$5,789,300,539.61",$0.2292,25.263.013.692 CRO *,"$172,926,411.94","0,06%","6,10%","12,51%"
26,Aave,AAVE,aave,"$5,042,122,934.79",$404.31,12.470.941 AAVE *,"$330,959,728.89","-0,08%","4,90%","16,79%"
27,Monero,XMR,monero,"$4,684,165,062.06",$261.99,17.879.153 XMR,"$602,319,016.97","-1,44%","0,42%","11,97%"
28,Holo,HOT,holotoken,"$4,745,531,945.92",$0.02805,169.164.199.065 HOT *,"$2,090,593,657.91","-0,41%","19,77%","175,99%"
29,Cosmos,ATOM,cosmos,"$4,608,467,478.69",$21.74,212.003.141 ATOM *,"$675,075,626.76","0,99%","7,25%","12,58%"
30,IOTA,MIOTA,iota,"$4,469,112,264.74",$1.61,2.779.530.283 MIOTA *,"$80,256,994.10","0,89%","4,30%","13,25%"
31,Bitcoin SV,BSV,bitcoin-cash-sv,"$4,305,450,453.05",$230.28,18.696.764 BSV,"$1,109,180,243.91","0,21%","4,55%","15,50%"
32,Binance USD,BUSD,binance-usd,"$4,037,259,242.58",$1.00,4.023.828.979 BUSD *,"$2,849,133,539.58","0,09%","0,02%","0,23%"
33,Tezos,XTZ,tezos,"$3,981,103,744.21",$5.20,765.319.807 XTZ *,"$316,237,485.53","0,61%","7,18%","22,31%"
34,FTX Token,FTT,ftx-token,"$3,920,957,542.63",$41.56,94.346.958 FTT *,"$39,042,321.40","0,37%","3,85%","13,37%"
35,Neo,NEO,neo,"$3,861,000,516.69",$54.74,70.538.831 NEO *,"$835,507,271.09","1,09%","6,79%","22,07%"
36,Kusama,KSM,kusama,"$3,800,380,670.46",$448.68,8.470.098 KSM *,"$289,053,106.56","0,44%","2,03%","-12,51%"
37,Avalanche,AVAX,avalanche-2,"$3,755,051,237.11",$29.33,128.028.916 AVAX *,"$185,849,449.60","0,01%","3,82%","2,20%"
38,NEM,XEM,nem,"$3,746,134,847.55",$0.4162,8.999.999.999 XEM *,"$396,224,823.42","0,34%","7,06%","12,43%"
39,Algorand,ALGO,algorand,"$3,443,490,562.34",$1.31,2.618.758.722 ALGO *,"$259,162,074.88","0,79%","3,57%","6,32%"
40,Dai,DAI,dai,"$3,206,103,303.31",$1.01,3.184.725.318 DAI *,"$316,257,510.73","0,10%","0,30%","0,52%"
41,Huobi Token,HT,huobi-token,"$3,004,362,745.63",$16.43,182.827.444 HT *,"$471,973,234.04","0,43%","4,21%","21,32%"
42,Elrond,EGLD,elrond-erd-2,"$2,909,860,750.40",$168.69,17.249.257 EGLD *,"$135,110,584.57","2,05%","6,30%","19,29%"
43,Chiliz,CHZ,chiliz,"$2,796,364,388.87",$0.5006,5.586.361.319 CHZ *,"$1,536,762,636.67","-0,93%","7,40%","-8,00%"
