Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
118,Kyber Network Crystal Legacy,KNC,kyber-network-crystal,"$331,772,047.34",$1.62,205.045.092 KNC *,"$32,583,100.81","-0,62%","1,21%","19,77%"
119,Reserve Rights,RSR,reserve-rights-token,"$333,393,575.07",$0.02533,13.159.999.000 RSR *,"$24,433,391.29","-0,57%","4,51%","13,63%"
120,Nervos Network,CKB,nervos-network,"$331,157,411.87",$0.0123,26.918.790.981 CKB *,"$13,913,867.16","0,23%","0,28%","-0,78%"
121,Golem,GLM,golem,"$331,105,951.09",$0.3311,1.000.000.000 GLM *,"$28,592,078.16","-2,50%","12,62%","32,21%"
122,MaidSafeCoin,MAID,maidsafecoin,"$320,697,708.90",$0.7086,452.552.412 MAID *,"$819,562.49","0,61%","1,78%","6,78%"
123,Loopring,LRC,loopring,"$316,179,772.74",$0.258,1.225.574.300 LRC *,"$22,173,400.63","0,01%","-0,46%","-6,72%"
124,Kava.io,KAVA,kava,"$315,241,276.34",$4.49,70.172.142 KAVA *,"$51,082,040.55","0,32%","4,30%","27,15%"
125,WINkLink,WIN,wink,"$305,565,830.58",$0.0003988,766.299.999.999 WIN *,"$61,482,140.60","0,09%","0,62%","2,17%"
126,Gnosis,GNO,gnosis,"$279,765,571.09",$185.94,1.504.587 GNO *,"$1,632,331.37","-0,06%","0,13%","3,95%"
127,Ocean Protocol,OCEAN,ocean-protocol,"$278,669,850.61",$0.4545,613.099.141 OCEAN *,"$11,744,336.00","0,45%","1,96%","10,43%"
128,ASD (BTMX),BTMX,asd,"$273,532,104.81",$0.3678,743.798.994 BTMX *,"$1,223,851.99","0,29%","0,38%","1,07%"
129,Wootrade,WOO,woo-network,"$269,969,038.99",$0.7176,376.235.705 WOO *,"$30,772,561.24","-0,38%","3,90%","12,87%"
130,GateToken,GT,gatechain-token,"$268,969,649.96",$3.38,79.465.236 GT *,"$4,791,060.17","-0,92%","1,85%","7,58%"
131,Status,SNT,status,"$257,833,184.13",$0.07429,3.470.483.788 SNT *,"$15,721,361.67","0,13%","0,38%","64,53%"
132,Gemini Dollar,GUSD,gemini-dollar,"$251,024,885.54",$0.9966,251.889.780 GUSD *,"$6,998,199.52","-0,35%","-0,89%","-1,18%"
133,VeThor Token,VTHO,vethor-token,"$249,948,285.47",$0.006702,37.295.904.044 VTHO,"$15,026,878.77","-0,60%","-1,85%","7,53%"
134,Dent,DENT,dent,"$248,088,660.35",$0.002516,98.610.710.274 DENT *,"$19,895,998.22","0,42%","2,42%","7,63%"
135,Storj,STORJ,storj,"$248,405,545.11",$0.862,288.170.897 STORJ *,"$37,239,302.86","-0,91%","-0,47%","32,01%"
136,Mina,MINA,mina-protocol,"$239,656,436.22",$1.42,168.307.384 MINA *,"$8,231,955.93","0,80%","-3,48%","-3,74%"
137,iExec RLC,RLC,iexec-rlc,"$238,138,878.08",$2.97,80.070.793 RLC *,"$22,287,543.40","0,14%","0,19%","2,58%"
138,WAX,WAXP,wax,"$210,369,199.50",$0.1267,1.660.903.099 WAXP *,"$2,446,027.53","2,63%","7,51%","32,29%"
139,Stratis,STRAX,stratis,"$235,887,725.72",$1.77,132.944.948 STRAX *,"$3,948,613.30","0,86%","-0,19%","38,44%"
140,Ergo,ERG,ergo,"$229,902,051.72",$7.18,32.012.428 ERG,"$1,526,228.05","-0,20%","-2,81%","14,30%"
141,Bitcoin Standard Hashrate Token,BTCST,btc-standard-hashrate-token,"$226,039,198.65",$19.80,11.417.113 BTCST *,"$5,560,754.63","0,82%","6,04%","4,74%"
142,SKALE Network,SKL,skale,"$219,609,203.68",$0.229,958.853.025 SKL *,"$20,741,090.45","-0,51%","0,57%","-4,63%"
143,Band Protocol,BAND,band-protocol,"$219,400,264.06",$6.23,35.191.821 BAND *,"$40,772,058.56","-1,08%","8,05%","20,92%"
144,Conflux Network,CFX,conflux-token,"$214,355,627.58",$0.2519,850.898.442 CFX,"$8,358,543.60","-1,93%","6,70%","-3,18%"
145,StormX,STMX,storm,"$216,184,797.85",$0.02162,10.000.000.000 STMX *,"$14,092,260.31","-0,03%","0,39%","52,42%"
146,Unibright,UBT,unibright,"$214,456,514.47",$1.43,149.999.999 UBT,"$2,413,285.61","-0,80%","12,09%","45,25%"
147,Venus,XVS,venus,"$213,886,073.78",$20.75,10.309.096 XVS *,"$37,334,866.11","0,18%","7,89%","11,39%"
148,Prometeus,PROM,prometeus,"$213,407,845.99",$12.97,16.450.000 PROM *,"$7,469,521.46","1,05%","2,69%","10,51%"
149,Origin Protocol,OGN,origin-protocol,"$212,198,848.37",$0.6728,315.389.937 OGN *,"$43,422,912.16","-0,65%","2,50%","-1,21%"
150,Ontology Gas,ONG,ong,"$211,596,053.75",$0.7564,279.740.218 ONG *,"$10,404,926.31","1,48%","2,30%","34,24%"
151,Injective Protocol,INJ,injective-protocol,"$206,736,844.41",$7.11,29.069.099 INJ *,"$17,565,580.67","-1,20%","5,81%","22,63%"
152,Fetch.ai,FET,fetch-ai,"$206,096,108.33",$0.2762,746.113.681 FET *,"$34,686,226.47","1,29%","2,91%","44,30%"
153,IoTeX,IOTX,iotex,"$199,414,314.70",$0.0209,9.540.779.324 IOTX *,"$12,503,535.75","0,04%","-2,09%","30,62%"
154,Reef,REEF,reef,"$198,988,526.22",$0.01571,12.666.667.338 REEF *,"$26,615,616.85","-0,02%","3,92%","-1,67%"
155,The Sandbox,SAND,the-sandbox,"$195,645,551.58",$0.2763,707.992.326 SAND *,"$64,891,548.37","-0,65%","4,43%","45,48%"
156,Swipe,SXP,swipe,"$192,543,024.74",$2.02,95.181.302 SXP *,"$102,104,288.13","-0,20%","4,38%","8,50%"
157,Orchid,OXT,orchid-protocol,"$189,165,172.00",$0.2774,682.024.117 OXT *,"$23,059,174.22","0,05%","1,55%","11,30%"
158,Uquid Coin,UQC,uquid-coin,"$186,451,389.97",$18.65,10.000.000 UQC *,"$5,560,843.92","-0,17%","-5,69%","6,01%"
159,Augur,REP,augur,"$184,873,755.85",$16.81,11.000.000 REP *,"$20,198,273.05","0,71%","3,21%","35,27%"
160,Ardor,ARDR,ardor,"$183,755,489.53",$0.1839,998.999.495 ARDR *,"$18,925,780.26","-1,32%","8,36%","68,55%"
161,Energy Web Token,EWT,energy-web-token,"$181,204,317.99",$6.03,30.062.138 EWT *,"$828,113.05","-0,31%","5,42%","-1,82%"
162,FUNToken,FUN,funfair,"$176,160,813.61",$0.01691,10.418.879.190 FUN *,"$2,197,797.96","-0,03%","-0,58%","1,28%"
163,Balancer,BAL,balancer,"$175,434,997.48",$25.26,6.943.831 BAL *,"$72,510,465.79","0,57%","12,14%","54,52%"
164,MCO,MCO,monaco,"$173,312,922.22",$10.97,15.793.831 MCO *,"$723,235.41","0,00%","1,60%","0,61%"
165,Serum,SRM,serum,"$173,060,800.27",$3.46,50.000.000 SRM *,"$39,662,922.30","0,69%","1,96%","21,20%"
166,Civic,CVC,civic,"$167,408,322.91",$0.2499,670.000.000 CVC *,"$33,837,368.74","-0,32%","3,26%","30,58%"
167,SingularityNET,AGIX,singularitynet,"$166,082,182.59",$0.1915,867.156.743 AGIX *,"$3,246,225.20","3,01%","4,76%","23,77%"
168,Cartesi,CTSI,cartesi,"$164,971,273.10",$0.4412,373.893.573 CTSI *,"$19,314,253.47","-0,82%","-0,27%","-9,91%"
169,Orbs,ORBS,orbs,"$165,397,989.80",$0.07417,2.229.950.518 ORBS *,"$706,879.65","0,21%","4,14%","44,53%"
170,Celer Network,CELR,celer-network,"$162,873,797.75",$0.02908,5.601.205.665 CELR *,"$21,324,561.65","1,10%","2,97%","9,84%"
171,Numeraire,NMR,numeraire,"$160,745,000.62",$32.20,4.991.333 NMR *,"$21,736,667.71","-0,64%","1,19%","13,29%"
172,NuCypher,NU,nucypher,"$160,740,755.02",$0.2448,656.500.000 NU *,"$19,141,838.12","0,39%","4,65%","5,00%"
173,TomoChain,TOMO,tomochain,"$156,074,151.13",$1.91,81.906.850 TOMO *,"$13,486,245.05","1,95%","7,38%","32,86%"
174,NKN,NKN,nkn,"$151,235,803.72",$0.2161,700.000.000 NKN,"$8,515,458.09","0,36%","-1,80%","-3,61%"
175,ABBC Coin,ABBC,alibabacoin,"$151,461,720.59",$0.1771,855.149.817 ABBC,"$38,486,648.24","0,89%","0,33%","-7,73%"
176,Alpha Finance Lab,ALPHA,alpha-finance,"$152,561,256.09",$0.5342,285.579.035 ALPHA *,"$31,929,306.86","2,59%","16,43%","39,65%"
177,Phala Network,PHA,pha,"$151,168,315.45",$0.8462,178.634.380 PHA *,"$28,274,942.75","-0,21%","-2,57%","27,45%"
178,ZKSwap,ZKS,zkspace,"$149,692,777.47",$0.7582,197.440.000 ZKS *,"$5,940,533.89","-0,39%","-4,89%","-5,49%"
179,Enzyme,MLN,melon,"$148,814,275.40",$83.01,1.792.738 MLN *,"$7,790,498.99","-1,85%","9,83%","28,50%"
180,Steem,STEEM,steem,"$150,262,309.48",$0.3844,390.885.801 STEEM *,"$1,850,894.81","0,18%","1,88%","53,44%"
181,Aragon,ANT,aragon,"$148,865,756.30",$3.76,39.609.523 ANT *,"$34,500,193.62","-0,37%","1,63%","6,96%"
182,Metadium,META,metadium,"$141,859,901.26",$0.1139,1.245.430.304 META *,"$1,113,776.01","-1,99%","1,13%","78,50%"
183,Ultra,UOS,ultra,"$144,339,341.62",$0.5104,282.789.762 UOS *,"$1,349,596.84","-0,76%","3,78%","8,80%"
184,Hive,HIVE,hive,"$140,381,271.15",$0.3386,414.566.351 HIVE *,"$5,718,219.62","-0,35%","0,77%","47,28%"
185,ZB Token,ZB,zb-token,"$141,638,875.15",$0.3057,463.288.810 ZB *,"$2,736,327.26","-1,12%","0,71%","4,02%"
186,Ampleforth,AMPL,ampleforth,"$138,250,500.00",$1.07,128.762.184 AMPL *,"$1,881,307.37","-0,79%","6,74%","26,09%"
187,MediBloc,MED,medibloc,"$136,696,562.57",$0.04992,2.738.131.491 MED *,"$64,646.36","0,10%","2,52%","44,95%"
188,Function X,FX,fx-coin,"$133,161,242.55",$0.3656,364.237.283 FX *,"$268,363.89","-0,47%","9,05%","26,98%"
189,BitShares,BTS,bitshares,"$133,782,458.97",$0.04468,2.994.350.000 BTS *,"$12,763,215.06","-0,13%","-0,49%","6,83%"
190,Hxro,HXRO,hxro,"$128,271,813.42",$0.5709,224.693.272 HXRO *,"$689,579.81","1,69%","2,57%","-5,94%"
191,Ark,ARK,ark,"$129,490,524.20",$0.9942,130.252.059 ARK *,"$2,270,132.13","-0,22%","4,24%","35,36%"
192,Strike,STRK,strike,"$129,516,340.18",$44.36,2.919.641 STRK *,"$626,648.05","-0,65%","1,32%","16,99%"
