Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1,Bitcoin,BTC,bitcoin,"$365,024,821,953.69","$19,044.11",19.167.337 BTC,"$20,765,955,327.49","-0,70%","-1,39%","1,29%"
2,Ethereum,ETH,ethereum,"$156,481,992,824.69","$1,276.09",122.625.799 ETH *,"$7,578,351,650.34","-1,27%","-2,71%","-1,40%"
3,Tether,USDT,tether,"$67,953,496,945.00",$1.00,67.949.424.439 USDT *,"$30,109,417,395.59","0,00%","0,00%","0,00%"
4,USD Coin,USDC,usd-coin,"$47,325,233,841.02",$0.9999,47.325.673.086 USDC *,"$2,933,405,193.15","0,03%","0,00%","0,00%"
5,BNB,BNB,binancecoin,"$45,889,655,979.06",$284.43,161.337.261 BNB *,"$556,343,467.66","-0,45%","0,55%","3,78%"
6,XRP,XRP,ripple,"$22,397,914,680.36",$0.4489,49.900.666.456 XRP *,"$1,524,148,632.80","-1,04%","-5,53%","-8,89%"
7,Binance USD,BUSD,binance-usd,"$21,032,239,187.18",$0.9995,21.042.229.623 BUSD *,"$4,876,227,728.10","-0,03%","-0,08%","-0,11%"
8,Cardano,ADA,cardano,"$14,373,740,433.11",$0.4196,34.253.155.875 ADA *,"$404,886,268.28","-1,04%","-2,48%","-5,95%"
9,Solana,SOL,solana,"$11,393,119,249.46",$32.06,355.416.348 SOL *,"$532,211,083.89","-0,81%","-1,27%","-0,86%"
10,Dogecoin,DOGE,dogecoin,"$7,865,818,784.66",$0.05929,132.670.764.300 DOGE,"$198,168,354.35","-0,71%","-2,21%","-3,05%"
11,Polkadot,DOT,polkadot,"$6,952,768,096.08",$6.16,1.128.091.739 DOT *,"$200,153,795.66","-1,39%","-1,74%","-0,61%"
12,Dai,DAI,dai,"$6,830,210,006.01",$0.9996,6.832.611.509 DAI *,"$244,075,699.42","0,07%","0,02%","-0,02%"
13,Polygon,MATIC,matic-network,"$6,675,209,425.46",$0.7643,8.734.317.475 MATIC *,"$208,719,269.43","-1,40%","-0,21%","3,25%"
14,Shiba Inu,SHIB,shiba-inu,"$6,009,131,509.30",$0.00001094,549.063.278.876.302 SHIB *,"$176,957,003.67","-0,89%","-1,96%","-0,64%"
15,TRON,TRX,tron,"$5,621,615,915.11",$0.06088,92.340.729.147 TRX *,"$388,404,433.07","-0,58%","0,67%","1,93%"
16,Avalanche,AVAX,avalanche-2,"$4,894,804,403.14",$16.53,296.055.919 AVAX *,"$171,162,153.53","-1,23%","-2,58%","-4,60%"
17,Uniswap,UNI,uniswap,"$4,766,835,265.09",$6.25,762.209.327 UNI *,"$140,262,196.91","-0,82%","-2,41%","10,24%"
18,Wrapped Bitcoin,WBTC,wrapped-bitcoin,"$4,661,339,146.37","$19,037.03",244.856 WBTC *,"$73,060,126.64","-0,65%","-1,42%","1,29%"
19,UNUS SED LEO,LEO,leo-token,"$3,903,706,963.56",$4.09,953.954.130 LEO *,"$2,815,647.27","0,60%","-0,69%","0,29%"
20,Litecoin,LTC,litecoin,"$3,701,293,295.90",$51.91,71.299.881 LTC,"$270,394,847.60","-1,44%","-1,88%","-1,37%"
21,Ethereum Classic,ETC,ethereum-classic,"$3,694,205,405.39",$26.93,137.175.017 ETC,"$299,909,672.25","-1,20%","-2,24%","-4,93%"
22,Chainlink,LINK,chainlink,"$3,506,913,042.91",$7.13,491.599.970 LINK *,"$348,896,691.51","-1,17%","-3,44%","-9,31%"
23,Cosmos,ATOM,cosmos,"$3,443,637,873.80",$12.03,286.370.297 ATOM *,"$214,309,777.65","-3,35%","-5,16%","-14,21%"
24,FTX Token,FTT,ftx-token,"$3,219,736,818.31",$24.03,133.975.253 FTT *,"$37,256,557.78","-0,59%","-1,03%","2,15%"
25,Stellar,XLM,stellar,"$3,021,418,921.04",$0.1186,25.482.014.944 XLM *,"$189,323,589.63","-0,38%","-2,29%","1,00%"
26,Cronos,CRO,crypto-com-chain,"$2,766,095,858.82",$0.1095,25.263.013.692 CRO *,"$12,336,537.41","-0,94%","-1,38%","-4,98%"
27,NEAR Protocol,NEAR,near,"$2,779,861,037.51",$3.48,799.177.890 NEAR *,"$109,537,251.02","-1,33%","-2,15%","-4,73%"
28,Monero,XMR,monero,"$2,489,455,888.98",$136.92,18.182.182 XMR,"$74,110,631.60","-1,59%","-2,81%","-2,97%"
29,Algorand,ALGO,algorand,"$2,455,468,071.11",$0.3543,6.931.149.074 ALGO *,"$145,674,980.27","-1,30%","-0,23%","-8,90%"
30,Bitcoin Cash,BCH,bitcoin-cash,"$2,195,414,973.44",$114.40,19.190.025 BCH,"$207,890,715.39","-1,02%","-2,37%","0,80%"
31,Terra Classic,LUNC,terra-luna,"$2,051,991,136.14",$0.0003336,6.151.072.613.161 LUNC *,"$1,078,911,486.90","-1,28%","0,14%","71,78%"
32,Flow,FLOW,flow,"$1,682,043,530.79",$1.62,1.036.200.000 FLOW *,"$28,278,058.24","-1,39%","-3,60%","-1,31%"
33,Toncoin,TON,the-open-network,"$1,663,534,892.57",$1.36,1.221.401.181 TON *,"$7,769,233.86","-0,36%","-1,94%","7,14%"
