Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1,Bitcoin,BTC,bitcoin,"$368,272,636,367.55","$19,297.08",19.084.375 BTC,"$16,390,821,947.43","0,06%","0,28%","-8,23%"
2,Ethereum,ETH,ethereum,"$130,354,920,626.22","$1,073.77",121.399.635 ETH,"$8,557,248,150.38","-0,03%","0,68%","-10,51%"
3,Tether,USDT,tether,"$66,169,266,578.19",$0.9991,66.230.318.610 USDT *,"$27,890,770,459.25","0,00%","0,01%","-0,03%"
4,USD Coin,USDC,usd-coin,"$55,823,349,220.82",$1.00,55.802.605.113 USDC *,"$3,614,447,153.74","0,00%","0,04%","0,06%"
5,BNB,BNB,binancecoin,"$35,754,443,110.53",$218.98,163.276.975 BNB *,"$724,525,676.33","0,16%","0,43%","-6,36%"
6,Binance USD,BUSD,binance-usd,"$17,534,713,957.66",$0.9993,17.547.224.379 BUSD *,"$3,731,656,762.86","0,01%","-0,10%","-0,14%"
7,XRP,XRP,ripple,"$15,552,125,745.52",$0.3217,48.343.101.197 XRP *,"$728,566,418.39","0,68%","1,94%","-10,36%"
8,Cardano,ADA,cardano,"$15,377,222,959.95",$0.4556,33.752.565.071 ADA,"$439,469,536.47","0,10%","-0,17%","-6,96%"
9,Solana,SOL,solana,"$11,465,283,748.49",$33.39,343.416.618 SOL *,"$605,659,824.86","0,32%","0,08%","-15,28%"
10,Dogecoin,DOGE,dogecoin,"$8,912,747,929.92",$0.06718,132.670.764.300 DOGE,"$280,878,240.10","0,36%","0,72%","-8,20%"
11,Dai,DAI,dai,"$6,900,983,061.55",$1.00,6.899.479.574 DAI *,"$154,409,747.28","0,01%","0,01%","0,06%"
12,Polkadot,DOT,polkadot,"$6,758,841,572.72",$6.84,987.579.315 DOT *,"$282,225,615.04","0,33%","0,26%","-12,66%"
13,TRON,TRX,tron,"$6,127,028,339.98",$0.06625,92.488.464.159 TRX *,"$593,842,786.62","0,44%","2,29%","1,97%"
14,Shiba Inu,SHIB,shiba-inu,"$5,512,757,228.87",$0.00001004,549.063.278.876.302 SHIB *,"$204,381,630.89","0,13%","-0,32%","-8,64%"
15,UNUS SED LEO,LEO,leo-token,"$5,463,759,130.80",$5.73,953.954.130 LEO *,"$5,946,713.01","-0,02%","0,06%","-3,04%"
16,Wrapped Bitcoin,WBTC,wrapped-bitcoin,"$5,024,037,903.24","$19,286.97",260.489 WBTC *,"$103,061,943.35","0,04%","0,12%","-8,20%"
17,Avalanche,AVAX,avalanche-2,"$4,707,781,238.09",$16.66,282.573.080 AVAX *,"$242,175,995.24","0,90%","1,98%","-15,40%"
18,Polygon,MATIC,matic-network,"$3,688,244,673.68",$0.4606,8.006.803.853 MATIC *,"$422,541,678.63","-0,12%","-6,57%","-17,85%"
19,Uniswap,UNI,uniswap,"$3,607,589,189.00",$4.91,734.135.451 UNI *,"$83,246,348.16","0,15%","-0,05%","-12,26%"
