Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
1,Bitcoin,BTC,bitcoin,"$882,703,992,270.52","$46,453.57",19.001.856 BTC,"$25,414,397,610.22","-0,82%","1,27%","-0,78%"
2,Ethereum,ETH,ethereum,"$423,557,081,705.00","$3,522.83",120.231.936 ETH,"$15,333,808,649.33","-0,79%","2,26%","7,03%"
3,Tether,USDT,tether,"$82,324,402,977.49",$1.00,82.301.930.534 USDT *,"$67,183,096,447.86","0,00%","-0,01%","-0,01%"
4,BNB,BNB,binancecoin,"$74,360,146,489.04",$450.35,165.116.761 BNB *,"$2,128,734,028.07","-0,26%","3,07%","4,61%"
5,USD Coin,USDC,usd-coin,"$51,633,984,578.70",$1.00,51.629.119.959 USDC *,"$3,383,196,458.73","0,04%","0,08%","0,01%"
6,Solana,SOL,solana,"$44,563,278,264.23",$136.78,325.813.733 SOL *,"$2,585,967,811.87","-0,88%","3,46%","27,73%"
7,XRP,XRP,ripple,"$40,575,582,678.21",$0.843,48.135.209.660 XRP *,"$1,348,476,817.45","-0,44%","2,19%","-1,68%"
8,Cardano,ADA,cardano,"$40,012,506,060.12",$1.19,33.739.028.516 ADA,"$976,725,813.99","-0,36%","2,59%","0,32%"
9,Terra,LUNA,terra-luna,"$39,928,188,006.62",$113.07,353.128.511 LUNA *,"$2,169,660,757.12","-0,51%","-1,84%","20,09%"
10,Avalanche,AVAX,avalanche-2,"$26,224,674,828.73",$98.08,267.386.507 AVAX *,"$1,288,604,372.31","-1,18%","2,19%","9,19%"
11,Polkadot,DOT,polkadot,"$22,919,985,030.75",$23.21,987.579.315 DOT *,"$1,135,251,124.25","-0,61%","2,49%","3,39%"
12,Dogecoin,DOGE,dogecoin,"$19,430,050,406.19",$0.1465,132.670.764.300 DOGE,"$1,047,399,131.73","-0,65%","5,43%","1,19%"
13,Binance USD,BUSD,binance-usd,"$17,781,604,302.98",$0.9995,17.790.453.699 BUSD *,"$4,953,967,845.16","-0,05%","0,00%","-0,14%"
14,TerraUSD,UST,terrausd,"$16,556,192,139.43",$0.9999,16.556.940.245 UST *,"$325,606,707.70","0,07%","-0,01%","0,06%"
15,Shiba Inu,SHIB,shiba-inu,"$14,709,211,244.44",$0.00002679,549.063.278.876.302 SHIB *,"$918,512,393.28","-0,47%","3,80%","4,76%"
16,Polygon,MATIC,matic-network,"$13,102,616,373.19",$1.69,7.758.492.081 MATIC *,"$595,925,446.21","-0,37%","2,10%","-0,28%"
17,Wrapped Bitcoin,WBTC,wrapped-bitcoin,"$12,809,060,678.96","$46,522.60",275.330 WBTC *,"$156,636,038.50","-0,84%","1,33%","-0,50%"
18,Cronos,CRO,crypto-com-chain,"$12,129,220,476.96",$0.4801,25.263.013.692 CRO *,"$76,853,279.58","-0,44%","0,21%","-1,03%"
19,NEAR Protocol,NEAR,near,"$11,077,741,569.58",$16.77,660.441.112 NEAR *,"$1,584,099,394.10","2,29%","13,35%","27,11%"
20,Dai,DAI,dai,"$9,499,340,377.21",$0.9995,9.504.287.918 DAI *,"$263,583,783.09","-0,02%","0,05%","-0,05%"
21,Cosmos,ATOM,cosmos,"$9,152,479,672.23",$31.96,286.370.297 ATOM *,"$1,428,764,357.58","-1,34%","1,82%","6,91%"
22,Litecoin,LTC,litecoin,"$9,025,019,996.75",$128.95,69.990.581 LTC,"$676,091,829.37","0,25%","3,22%","-0,35%"
23,Chainlink,LINK,chainlink,"$8,450,172,354.59",$18.09,467.009.550 LINK *,"$665,179,386.58","-0,59%","3,97%","7,39%"
24,Uniswap,UNI,uniswap,"$8,174,101,814.42",$11.86,689.035.049 UNI *,"$273,765,650.61","-0,25%","1,77%","4,11%"
25,TRON,TRX,tron,"$7,438,923,131.82",$0.07316,101.683.261.517 TRX *,"$949,584,134.76","-0,36%","-0,13%","5,76%"
26,Bitcoin Cash,BCH,bitcoin-cash,"$7,206,901,807.12",$378.78,19.026.719 BCH,"$4,788,326,042.96","-0,05%","1,47%","0,60%"
27,FTX Token,FTT,ftx-token,"$6,927,560,482.35",$50.46,137.298.427 FTT *,"$100,486,928.81","-0,69%","1,46%","-2,90%"
28,Ethereum Classic,ETC,ethereum-classic,"$6,262,799,686.63",$46.74,133.979.192 ETC,"$1,055,294,207.56","-0,32%","2,69%","-2,78%"
29,Algorand,ALGO,algorand,"$6,200,765,152.17",$0.9341,6.638.306.041 ALGO *,"$208,697,698.39","-0,58%","3,15%","-1,51%"
30,Stellar,XLM,stellar,"$5,860,339,205.05",$0.237,24.722.219.806 XLM *,"$257,367,114.36","0,04%","1,60%","3,16%"
31,UNUS SED LEO,LEO,leo-token,"$5,720,801,859.49",$6.00,953.954.130 LEO *,"$6,403,186.26","0,17%","-1,24%","-1,95%"
32,VeChain,VET,vechain,"$5,306,389,891.40",$0.08251,64.315.576.989 VET *,"$409,437,012.82","1,54%","7,10%","10,95%"
33,Waves,WAVES,waves,"$5,036,602,396.73",$46.67,107.909.284 WAVES *,"$1,316,871,220.67","-0,36%","-4,28%","43,74%"
34,Decentraland,MANA,decentraland,"$5,011,489,673.16",$2.72,1.840.801.868 MANA *,"$405,251,894.34","-0,89%","3,10%","-0,46%"
35,Internet Computer,ICP,internet-computer,"$4,883,345,990.83",$22.57,216.366.875 ICP *,"$225,945,837.77","0,58%","7,48%","2,90%"
36,Hedera,HBAR,hedera-hashgraph,"$4,862,659,973.92",$0.2485,19.565.356.901 HBAR *,"$69,574,133.52","0,11%","1,48%","2,41%"
37,Filecoin,FIL,filecoin,"$4,744,366,195.58",$25.45,186.425.912 FIL,"$571,217,468.20","-0,49%","6,42%","7,47%"
38,Elrond,EGLD,elrond-erd-2,"$4,246,473,665.42",$195.32,21.741.283 EGLD *,"$125,071,362.80","-0,66%","1,76%","-1,76%"
39,Fantom,FTM,fantom,"$4,139,347,102.54",$1.63,2.545.006.273 FTM *,"$663,895,953.30","0,29%","5,91%","13,73%"
40,The Sandbox,SAND,the-sandbox,"$4,093,157,053.71",$3.53,1.157.908.752 SAND *,"$574,865,306.34","-0,66%","2,45%","-1,07%"
41,Axie Infinity,AXS,axie-infinity,"$4,048,404,435.54",$66.47,60.907.500 AXS *,"$625,491,813.83","-0,78%","1,91%","-2,70%"
42,Theta Network,THETA,theta-token,"$4,048,178,967.71",$4.05,1.000.000.000 THETA *,"$227,561,841.93","-0,21%","-0,46%","13,29%"
43,Monero,XMR,monero,"$3,932,652,103.03",$217.25,18.102.315 XMR,"$117,080,472.19","-0,23%","2,21%","0,99%"
44,THORChain,RUNE,thorchain,"$3,705,746,583.13",$11.21,330.688.061 RUNE *,"$150,643,147.30","-1,98%","-2,06%","7,56%"
45,Tezos,XTZ,tezos,"$3,599,182,032.87",$4.05,889.778.606 XTZ *,"$155,669,345.77","0,21%","3,64%","4,83%"
