Rank,Name,Symbol,Coingecko ID,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d
42,Helium,HNT,helium,"$4,336,164,853.02",$41.16,105.359.431 HNT,"$34,225,288.50","-0,89%","3,70%","9,65%"
43,Monero,XMR,monero,"$4,322,225,608.27",$239.37,18.056.544 XMR,"$205,086,716.15","-0,14%","-4,33%","10,25%"
44,Tezos,XTZ,tezos,"$4,074,322,531.06",$4.67,872.881.780 XTZ *,"$125,775,183.84","0,43%","-1,54%","-3,88%"
45,IOTA,MIOTA,iota,"$3,830,791,977.45",$1.38,2.779.530.283 MIOTA *,"$42,997,961.92","-0,12%","-2,39%","-0,87%"
46,UNUS SED LEO,LEO,leo-token,"$3,605,391,327.02",$3.78,953.954.130 LEO *,"$3,780,647.93","-0,11%","-0,63%","8,29%"
47,Aave,AAVE,aave,"$3,582,210,859.27",$266.03,13.465.633 AAVE *,"$322,358,186.12","-0,11%","0,20%","-0,89%"
48,Klaytn,KLAY,klay-token,"$3,554,964,899.89",$1.39,2.558.595.716 KLAY *,"$39,007,680.03","0,32%","2,99%","2,28%"
49,Harmony,ONE,harmony,"$3,377,157,181.79",$0.2918,11.573.317.395 ONE *,"$332,568,825.04","0,63%","9,05%","9,77%"
50,The Graph,GRT,the-graph,"$3,190,739,450.35",$0.6766,4.715.735.200 GRT *,"$95,214,892.71","-0,05%","1,84%","-8,06%"
51,Gala,GALA,gala,"$3,188,457,167.02",$0.457,6.977.205.436 GALA *,"$311,869,307.62","0,24%","-1,18%","-10,65%"
52,EOS,EOS,eos,"$3,177,838,348.18",$3.25,976.807.926 EOS *,"$414,856,879.71","-0,02%","3,76%","-4,26%"
53,PancakeSwap,CAKE,pancakeswap-token,"$3,108,880,614.48",$12.33,252.043.050 CAKE *,"$143,086,635.33","-0,03%","2,50%","-3,89%"
54,Stacks,STX,blockstack,"$3,088,842,865.11",$2.39,1.291.718.021 STX *,"$114,675,175.41","0,87%","4,74%","1,32%"
55,Flow,FLOW,flow,"$2,941,390,831.83",$9.28,316.835.587 FLOW *,"$58,553,807.93","0,27%","1,26%","0,26%"
56,BitTorrent,BTT,bittorrent,"$2,787,901,888.67",$0.002816,990.000.000.000 BTT *,"$349,562,025.84","0,07%","2,12%","-0,30%"
57,Loopring,LRC,loopring,"$2,785,510,223.28",$2.10,1.328.716.100 LRC *,"$119,617,230.32","0,69%","0,59%","-10,85%"
58,Curve DAO Token,CRV,curve-dao-token,"$2,604,809,677.01",$6.03,431.915.952 CRV *,"$865,727,990.41","-0,12%","-2,92%","5,19%"
59,Kusama,KSM,kusama,"$2,505,308,966.31",$295.78,8.470.098 KSM *,"$61,861,809.79","0,35%","2,50%","-8,55%"
60,Maker,MKR,maker,"$2,438,559,824.03","$2,472.18",986.399 MKR *,"$6,643,830,501.93","-0,48%","1,87%","-7,90%"
61,Enjin Coin,ENJ,enjincoin,"$2,421,121,386.89",$2.86,846.734.705 ENJ *,"$314,990,089.41","-0,60%","6,35%","-10,27%"
62,Bitcoin SV,BSV,bitcoin-cash-sv,"$2,352,796,204.10",$124.22,18.940.852 BSV,"$99,589,700.70","0,07%","1,20%","-2,89%"
63,Quant,QNT,quant-network,"$2,261,376,211.59",$187.31,12.072.738 QNT *,"$33,505,455.52","0,24%","4,55%","-3,51%"
64,eCash,XEC,ecash,"$2,147,618,573.80",$0.0001134,18.940.810.923.313 XEC,"$43,700,799.33","0,07%","2,64%","-6,73%"
65,Amp,AMP,amp-token,"$2,070,977,495.63",$0.04904,42.227.702.186 AMP,"$14,065,041.45","-0,08%","-1,05%","-3,72%"
66,Zcash,ZEC,zcash,"$2,060,849,503.74",$153.35,13.438.481 ZEC,"$206,370,178.75","-0,13%","2,27%","-8,48%"
67,Kadena,KDA,kadena,"$2,032,060,131.16",$12.22,166.309.573 KDA,"$37,547,772.06","2,34%","-4,58%","-20,43%"
68,Arweave,AR,arweave,"$2,007,281,975.96",$60.11,33.394.701 AR *,"$36,133,613.23","0,06%","-9,02%","-2,56%"
69,Celo,CELO,celo,"$1,972,856,409.49",$5.10,387.111.233 CELO *,"$64,244,649.94","-0,30%","-0,19%","-0,38%"
70,Basic Attention Token,BAT,basic-attention-token,"$1,941,197,499.97",$1.30,1.493.865.018 BAT *,"$288,198,899.52","0,09%","3,52%","-2,79%"
71,THORChain,RUNE,thorchain,"$1,907,876,320.44",$7.39,258.210.215 RUNE *,"$42,658,888.16","0,13%","0,22%","-5,05%"
72,Neo,NEO,neo,"$1,906,210,941.87",$27.02,70.538.831 NEO *,"$101,596,526.75","0,18%","2,64%","-8,57%"
73,Chiliz,CHZ,chiliz,"$1,852,788,895.63",$0.3111,5.954.920.747 CHZ *,"$219,090,840.37","0,39%","5,76%","-5,82%"
74,KuCoin Token,KCS,kucoin-shares,"$1,814,633,752.45",$22.65,80.118.638 KCS *,"$10,656,498.58","0,19%","1,13%","-1,11%"
75,OKB,OKB,okb,"$1,755,295,767.23",$29.25,60.000.000 OKB *,"$177,563,778.24","0,12%","0,10%","-5,52%"
76,Waves,WAVES,waves,"$1,649,942,580.38",$15.40,107.121.628 WAVES *,"$81,563,810.59","-0,41%","2,24%","-4,92%"
77,Dash,DASH,dash,"$1,493,229,213.73",$142.06,10.511.062 DASH,"$165,015,794.87","-0,31%","2,98%","-4,94%"
78,Huobi Token,HT,huobi-token,"$1,483,018,302.14",$9.40,157.723.680 HT *,"$63,934,956.84","0,03%","-0,41%","-5,25%"
79,Nexo,NEXO,nexo,"$1,444,631,436.43",$2.58,560.000.011 NEXO *,"$11,133,621.55","0,87%","-2,04%","6,03%"
80,Oasis Network,ROSE,oasis-network,"$1,452,500,495.96",$0.4158,3.493.014.306 ROSE *,"$172,826,155.67","0,77%","-6,83%","12,90%"
81,yearn.finance,YFI,yearn-finance,"$1,433,237,672.17","$39,119.18",36.638 YFI *,"$523,764,816.83","0,51%","7,43%","25,57%"
82,Compound,COMP,compound-governance-token,"$1,329,212,639.88",$210.65,6.310.153 COMP *,"$85,165,943.75","-0,48%","0,18%","-10,22%"
83,TrueUSD,TUSD,true-usd,"$1,298,549,371.38",$1.00,1.296.645.725 TUSD *,"$95,532,731.35","0,00%","0,24%","0,16%"
84,Holo,HOT,holotoken,"$1,293,411,627.35",$0.007471,173.113.683.517 HOT *,"$79,535,196.30","0,31%","0,38%","-13,95%"
85,Mina,MINA,mina-protocol,"$1,276,520,620.88",$3.77,338.605.823 MINA *,"$31,932,679.42","1,14%","1,13%","-1,11%"
86,XDC Network,XDC,xdce-crowd-sale,"$1,246,464,367.26",$0.1013,12.305.012.699 XDC,"$11,061,586.99","1,27%","-4,66%","23,66%"
87,IoTeX,IOTX,iotex,"$1,203,930,237.16",$0.1262,9.540.779.324 IOTX *,"$29,380,390.10","-0,22%","-1,46%","-9,73%"
88,NEM,XEM,nem,"$1,175,536,578.86",$0.1306,8.999.999.999 XEM *,"$23,224,886.47","-0,04%","3,44%","-7,35%"
89,SushiSwap,SUSHI,sushi,"$1,140,708,883.45",$8.96,127.244.443 SUSHI *,"$324,862,232.47","-0,55%","-1,84%","13,03%"
90,Theta Fuel,TFUEL,theta-fuel,"$1,087,766,255.24",$0.2052,5.301.214.400 TFUEL *,"$28,903,152.81","0,62%","3,59%","-11,11%"
91,1inch Network,1INCH,1inch,"$1,079,803,220.53",$2.56,422.622.419 1INCH *,"$83,153,553.96","-0,41%","0,98%","-7,50%"
92,Ravencoin,RVN,ravencoin,"$1,065,451,999.71",$0.1021,10.438.005.000 RVN,"$51,516,625.70","-0,30%","-4,61%","3,94%"
93,Celsius,CEL,celsius-degree-token,"$1,014,714,078.15",$4.25,238.863.520 CEL *,"$2,662,253.48","0,03%","0,29%","10,01%"
94,Decred,DCR,decred,"$1,005,810,393.70",$73.73,13.641.938 DCR,"$3,128,465.13","0,41%","-1,56%","-7,90%"
95,Gnosis,GNO,gnosis,"$969,143,274.03",$519.64,1.865.027 GNO *,"$7,326,048.85","0,28%","-1,86%","9,81%"
96,Revain,REV,revain,"$951,830,426.86",$0.01119,85.061.485.690 REV *,"$3,380,177.96","2,67%","17,73%","9,53%"
97,Pax Dollar,USDP,paxos-standard,"$945,933,893.30",$1.00,945.642.940 USDP *,"$4,095,462.57","0,00%","0,04%","0,03%"
98,Zilliqa,ZIL,zilliqa,"$938,004,432.60",$0.07679,12.214.577.069 ZIL,"$68,182,908.65","0,49%","0,63%","0,14%"
99,Ankr,ANKR,ankr,"$939,061,061.66",$0.115,8.162.899.378 ANKR *,"$134,455,430.88","2,26%","11,31%","1,50%"
100,Immutable X,IMX,immutable-x,"$931,877,880.31",$4.95,188.160.768 IMX *,"$29,844,872.98","-0,42%","2,58%","5,71%"
101,WAX,WAXP,wax,"$931,462,141.44",$0.496,1.877.778.000 WAXP *,"$148,374,262.87","0,16%","8,14%","-1,54%"
102,Qtum,QTUM,qtum,"$913,084,854.52",$9.23,98.951.534 QTUM *,"$119,261,507.31","0,24%","3,16%","-7,00%"
103,Dogelon Mars,ELON,dogelon-mars,"$904,429,478.60",$0.00000163,556.059.119.887.761 ELON *,"$30,607,414.06","-1,89%","-3,52%","2,13%"
104,BORA,BORA,bora,"$904,077,787.49",$1.05,861.250.000 BORA *,"$114,263,655.32","-0,08%","2,25%","-4,59%"
105,Velas,VLX,velas,"$887,897,240.82",$0.3957,2.244.003.153 VLX,"$17,587,457.84","2,01%","4,99%","21,91%"
106,Secret,SCRT,secret,"$886,816,502.11",$5.92,149.815.729 SCRT *,"$14,019,799.17","0,56%","-2,89%","-3,84%"
107,OMG Network,OMG,omisego,"$883,046,351.61",$6.30,140.245.398 OMG *,"$286,531,212.11","-0,10%","3,02%","-7,72%"
108,ICON,ICX,icon,"$874,571,966.86",$1.26,693.368.634 ICX *,"$59,648,013.63","0,68%","0,94%","-18,12%"
109,Livepeer,LPT,livepeer,"$861,298,557.62",$40.70,21.164.655 LPT *,"$22,284,787.73","0,68%","-0,91%","-6,51%"
110,Audius,AUDIO,audius,"$849,589,061.65",$1.65,515.745.635 AUDIO *,"$20,790,613.31","0,44%","-0,36%","-13,17%"
111,Voyager Token,VGX,ethos,"$849,125,425.70",$3.05,278.482.214 VGX *,"$7,755,723.17","-0,08%","0,36%","-4,37%"
112,renBTC,RENBTC,renbtc,"$834,821,017.87","$47,272.53",17.660 RENBTC *,"$13,866,226.36","-0,34%","-1,07%","-6,70%"
113,APENFT,NFT,apenft,"$814,387,163.89",$0.00000294,277.080.562.500.000 NFT *,"$264,883,562.40","-0,34%","3,30%","-6,30%"
114,Siacoin,SC,siacoin,"$804,024,993.10",$0.01617,49.718.392.992 SC,"$28,057,842.19","0,61%","3,95%","-3,09%"
115,Bancor,BNT,bancor,"$796,914,085.85",$3.40,234.267.030 BNT *,"$32,220,042.00","0,39%","2,17%","-5,92%"
116,Horizen,ZEN,zencash,"$775,285,765.36",$65.08,11.913.075 ZEN,"$31,477,159.67","-0,24%","1,71%","-7,36%"
117,0x,ZRX,0x,"$753,755,582.61",$0.8894,847.496.055 ZRX *,"$56,009,350.46","-0,46%","2,66%","1,11%"
118,Syscoin,SYS,syscoin,"$739,527,449.95",$1.18,626.900.742 SYS,"$91,651,507.18","-2,92%","-0,77%","44,36%"
119,Bitcoin Gold,BTG,bitcoin-gold,"$737,495,664.63",$42.11,17.513.924 BTG,"$13,698,086.84","-0,06%","1,84%","-6,49%"
120,Synthetix,SNX,havven,"$716,707,550.58",$6.24,114.841.533 SNX *,"$92,456,110.07","-0,52%","4,51%","-0,08%"
121,Nervos Network,CKB,nervos-network,"$702,941,330.34",$0.02404,29.244.014.337 CKB *,"$13,006,291.08","1,13%","4,01%","0,41%"
122,Telcoin,TEL,telcoin,"$698,926,165.69",$0.01212,57.682.110.195 TEL *,"$6,679,303.26","0,41%","1,19%","-11,92%"
123,Perpetual Protocol,PERP,perpetual-protocol,"$675,650,447.38",$9.07,74.475.000 PERP *,"$18,273,963.20","0,69%","-0,77%","-4,52%"
124,Storj,STORJ,storj,"$676,634,509.61",$1.92,352.314.680 STORJ *,"$90,995,162.81","0,95%","4,81%","-7,51%"
125,SKALE Network,SKL,skale,"$674,809,870.59",$0.2121,3.182.311.004 SKL *,"$14,084,127.97","-0,06%","-0,34%","-11,76%"
126,Hive,HIVE,hive,"$658,588,830.76",$1.70,386.314.328 HIVE *,"$118,578,913.99","1,70%","12,17%","-3,77%"
127,Flux,FLUX,zelcash,"$656,449,361.51",$2.94,223.109.030 FLUX,"$137,753,908.14","0,81%","22,97%","19,39%"
128,Kava,KAVA,kava,"$625,371,883.45",$4.29,145.890.849 KAVA *,"$83,297,624.28","-0,13%","-4,57%","5,30%"
129,SwissBorg,CHSB,swissborg,"$615,806,083.48",$0.6158,1.000.000.000 CHSB *,"$1,443,420.69","-0,05%","0,95%","-0,58%"
130,IOST,IOST,iostoken,"$618,628,872.17",$0.03418,18.099.719.631 IOST *,"$73,453,218.80","-0,22%","4,78%","-9,50%"
131,UMA,UMA,uma,"$615,585,482.65",$9.48,64.943.857 UMA *,"$25,085,330.38","0,33%","1,53%","-8,83%"
132,Ontology,ONT,ontology,"$615,246,995.96",$0.7029,875.249.524 ONT *,"$50,012,964.65","0,54%","4,14%","-6,17%"
133,WOO Network,WOO,woo-network,"$575,041,830.43",$1.00,574.262.536 WOO *,"$43,992,995.85","-1,25%","6,72%","0,76%"
134,dYdX,DYDX,dydx,"$570,882,101.47",$8.71,65.569.295 DYDX *,"$100,314,422.36","0,41%","2,80%","-5,69%"
135,Ren,REN,republic-protocol,"$562,727,426.13",$0.564,997.764.051 REN *,"$51,677,182.81","-0,62%","1,42%","-12,06%"
136,Ocean Protocol,OCEAN,ocean-protocol,"$553,129,590.14",$0.9022,613.099.141 OCEAN *,"$37,039,022.21","-0,34%","1,03%","-5,16%"
137,Raydium,RAY,raydium,"$549,671,579.73",$6.89,79.812.699 RAY *,"$62,849,589.02","-0,06%","5,40%","-9,42%"
138,Moonriver,MOVR,moonriver,"$544,770,652.38",$202.49,2.690.338 MOVR *,"$33,597,718.93","0,13%","5,31%","8,02%"
139,Polymath,POLY,polymath,"$529,906,591.08",$0.5897,898.550.830 POLY *,"$385,520,965.15","-1,74%","19,47%","7,62%"
140,NuCypher,NU,nucypher,"$541,849,729.73",$0.7708,703.000.000 NU *,"$98,313,257.19","0,20%","1,88%","-6,70%"
141,CEEK VR,CEEK,ceek,"$535,720,111.86",$0.7199,744.176.729 CEEK *,"$20,355,375.47","0,42%","0,97%","4,61%"
142,Neutrino USD,USDN,neutrino,"$533,846,873.11",$0.9875,540.584.671 USDN *,"$7,289,562.20","-0,04%","-0,39%","-0,64%"
143,Golem,GLM,golem,"$518,233,017.55",$0.5182,1.000.000.000 GLM *,"$158,996,338.69","-1,02%","13,27%","2,66%"
144,GateToken,GT,gatechain-token,"$517,534,658.91",$6.62,78.136.413 GT *,"$4,237,153.73","-0,92%","-1,84%","-1,40%"
145,Aragon,ANT,aragon,"$516,660,982.06",$13.04,39.609.523 ANT *,"$137,921,094.84","-0,45%","-0,58%","33,23%"
146,DigiByte,DGB,digibyte,"$514,417,685.06",$0.03435,14.977.886.701 DGB,"$14,505,750.89","0,29%","-0,58%","-10,86%"
147,Serum,SRM,serum,"$507,165,515.28",$3.81,133.231.781 SRM *,"$89,792,383.29","-0,43%","3,99%","-5,76%"
148,Chromia,CHR,chromaway,"$497,780,673.30",$0.8773,567.369.439 CHR *,"$116,381,625.61","-0,16%","-4,73%","8,45%"
149,Celer Network,CELR,celer-network,"$483,577,737.07",$0.07887,6.131.211.958 CELR *,"$50,172,789.45","0,69%","-0,10%","-9,58%"
150,Nano,XNO,nano,"$476,669,524.86",$3.58,133.248.297 XNO *,"$9,659,936.53","0,12%","0,06%","-7,34%"
151,OriginTrail,TRAC,origintrail,"$460,782,926.48",$1.27,363.953.832 TRAC *,"$4,607,818.44","-0,36%","-2,19%","8,14%"
152,DigitalBits,XDB,digitalbits,"$447,547,984.68",$0.5117,874.608.082 XDB,"$2,151,286.93","2,22%","8,42%","33,55%"
153,XYO,XYO,xyo-network,"$445,410,906.99",$0.03468,12.844.821.266 XYO *,"$25,073,412.49","0,12%","2,52%","-7,57%"
154,Ultra,UOS,ultra,"$441,933,864.91",$1.56,282.756.070 UOS *,"$5,161,652.78","-0,34%","-1,01%","-6,96%"
155,WINkLink,WIN,wink,"$442,730,846.11",$0.0004603,961.737.300.000 WIN *,"$263,602,367.11","-0,01%","-0,96%","-9,44%"
156,Fei USD,FEI,fei-usd,"$424,069,017.61",$0.9978,424.996.178 FEI *,"$22,185,270.76","0,01%","-0,10%","0,49%"
157,Fetch.ai,FET,fetch-ai,"$422,727,719.76",$0.5666,746.113.681 FET *,"$42,834,850.97","-0,02%","8,22%","1,44%"
158,JUST,JST,just,"$418,162,254.90",$0.05728,7.300.425.000 JST *,"$344,308,979.59","0,11%","3,98%","-2,38%"
159,Swipe,SXP,swipe,"$411,663,760.60",$2.14,192.768.789 SXP *,"$429,587,206.99","-0,70%","-5,34%","29,89%"
160,Reserve Rights,RSR,reserve-rights-token,"$407,052,170.28",$0.03093,13.159.997.677 RSR *,"$29,583,366.13","-0,79%","2,61%","-6,50%"
161,MyNeighborAlice,ALICE,my-neighbor-alice,"$399,748,167.03",$13.06,30.600.000 ALICE *,"$112,409,098.25","0,21%","-2,17%","-13,69%"
162,WazirX,WRX,wazirx,"$393,286,214.11",$1.21,325.056.864 WRX *,"$12,365,707.93","0,08%","-0,62%","-6,40%"
163,Dent,DENT,dent,"$389,751,272.22",$0.003937,99.007.791.203 DENT *,"$26,306,576.21","0,16%","-1,77%","-15,98%"
164,Casper,CSPR,casper-network,"$389,647,556.06",$0.1287,3.028.514.178 CSPR *,"$16,574,671.51","0,58%","7,12%","3,38%"
165,Powerledger,POWR,power-ledger,"$353,058,760.30",$0.7623,463.136.097 POWR *,"$2,145,419,773.71","1,66%","79,06%","62,14%"
166,Request,REQ,request-network,"$378,083,569.95",$0.3781,999.877.116 REQ *,"$18,741,544.77","0,23%","0,62%","-3,85%"
167,Function X,FX,fx-coin,"$373,315,621.13",$0.9138,408.520.357 FX *,"$1,631,905.55","0,34%","0,74%","-2,79%"
168,Injective Protocol,INJ,injective-protocol,"$374,219,406.03",$8.57,43.653.971 INJ *,"$16,588,534.34","0,10%","0,58%","-8,16%"
169,Dusk Network,DUSK,dusk-network,"$367,094,071.44",$0.9429,389.333.485 DUSK *,"$36,222,229.37","-0,21%","-5,94%","32,35%"
170,Cartesi,CTSI,cartesi,"$349,541,967.51",$0.7141,489.481.231 CTSI *,"$16,687,286.19","0,55%","-0,08%","-11,85%"
171,Dvision Network,DVI,dvision-network,"$336,482,265.97",$1.15,292.396.290 DVI *,"$3,607,449.53","-0,26%","3,69%","-17,24%"
172,COTI,COTI,coti,"$333,467,167.56",$0.3839,868.672.118 COTI *,"$28,096,450.40","0,72%","-0,50%","-9,19%"
173,Phantasma,SOUL,phantasma,"$330,359,717.29",$3.20,103.158.489 SOUL *,"$7,919,251.97","-0,27%","4,38%","34,78%"
174,PAX Gold,PAXG,pax-gold,"$326,714,459.26","$1,835.93",177.956 PAXG *,"$4,534,376.06","-0,05%","-0,04%","1,15%"
175,Mdex,MDX,mdex,"$324,885,937.78",$0.3949,822.705.901 MDX *,"$11,020,782.86","-0,09%","-1,64%","-4,93%"
176,Lisk,LSK,lisk,"$311,087,587.68",$2.41,128.900.445 LSK *,"$6,668,735.06","-0,16%","1,92%","-3,77%"
177,Alpha Finance Lab,ALPHA,alpha-finance,"$311,300,563.48",$0.6975,446.330.126 ALPHA *,"$8,499,346.18","-0,43%","0,16%","-7,07%"
178,MediBloc,MED,medibloc,"$309,971,805.75",$0.05759,5.382.401.140 MED *,"$8,814,911.18","0,33%","4,89%","-2,60%"
179,Energy Web Token,EWT,energy-web-token,"$301,695,118.61",$10.04,30.062.138 EWT *,"$2,753,180.75","-0,22%","9,56%","3,09%"
180,Reef,REEF,reef,"$301,465,621.40",$0.0185,16.297.552.172 REEF *,"$22,227,916.89","0,19%","-0,98%","-11,94%"
181,Verge,XVG,verge,"$290,664,613.82",$0.01763,16.491.523.138 XVG,"$9,364,948.73","-0,05%","-0,57%","-9,01%"
182,VeThor Token,VTHO,vethor-token,"$280,225,034.88",$0.006362,44.044.920.261 VTHO,"$11,421,415.62","-0,49%","0,23%","0,73%"
183,Ardor,ARDR,ardor,"$275,976,686.13",$0.2763,998.999.495 ARDR *,"$267,173,344.85","-0,57%","19,88%","8,64%"
184,Biconomy,BICO,biconomy,"$275,489,534.03",$4.21,65.374.608 BICO *,"$98,396,571.48","1,42%","-5,93%","-26,57%"
185,aelf,ELF,aelf,"$261,799,459.20",$0.4808,544.480.200 ELF *,"$627,904,277.61","-2,10%","26,70%","20,95%"
186,Civic,CVC,civic,"$265,772,683.39",$0.3967,670.000.000 CVC *,"$182,834,685.23","-1,97%","8,71%","6,54%"
187,Constellation,DAG,constellation-labs,"$264,491,463.11",$0.2088,1.266.911.931 DAG *,"$2,225,802.46","0,84%","3,89%","2,15%"
188,NKN,NKN,nkn,"$268,347,873.34",$0.3834,700.000.000 NKN,"$5,987,171.40","0,53%","1,29%","-5,29%"
189,Unibright,UBT,unibright,"$262,630,685.12",$1.75,149.999.999 UBT,"$2,709,964.28","0,45%","6,04%","0,19%"
190,Orchid,OXT,orchid-protocol,"$263,691,628.99",$0.3818,690.690.084 OXT *,"$35,550,404.91","0,38%","1,29%","-10,40%"
